id_estudiante,nombre,anio_ingreso,ciclo,carrera,sociabilidad,comorbilidad,mascarilla
U202201127,Valeria Ramirez Campos,2022,7,Ingeniería de Ciberseguridad,0.69,0,0
U201701128,Angel Vargas Delgado,2017,10,Ingeniería Civil,0.64,0,0
U202501129,Angel Vargas Arreola,2025,1,Ingeniería Civil,0.85,0,0
U202401130,Franco Cabrera Cruz,2024,3,Ingeniería de Ciberseguridad,0.71,0,0
U202501131,Mateo Dominguez Escobar,2025,1,Ingeniería de Sistemas de Información,0.59,0,0
U202301132,Ignacio Diaz Arreola,2023,5,Administración,0.76,0,0
U202401133,Matias Alvarez Silva,2024,3,Administración,0.57,0,0
U201701134,Jonatan Salinas Salas,2017,10,Ingeniería Industrial,0.55,0,0
U201701135,Emilia Reyes Ortega,2017,10,Economía y Ciencia de Datos,0.36,0,0
U202001136,Cesar Diaz Ibarra,2020,10,Ingeniería Industrial,0.84,0,0
U202101137,Marcos Guerrero Silva,2021,9,Ingeniería de Ciberseguridad,0.56,1,0
U202501138,Elisa Guerrero Vega,2025,1,Ingeniería de Ciberseguridad,0.56,0,0
U202201139,Fabrizio Mendoza Zapata,2022,6,Economía y Ciencia de Datos,0.59,0,0
U201901140,Alonso Dominguez Paredes,2019,10,Relaciones Internacionales,0.81,0,0
U201901141,Andrea Alvarez Delgado,2019,10,Ingeniería de Software,0.51,0,0
U201801142,Aldo Paredes Campos,2018,10,Contabilidad y Finanzas,0.74,0,0
U201801143,Cesar Salinas Zapata,2018,10,Ingeniería Industrial,0.46,0,0
U202201144,Lucia Chavez Ortega,2022,6,Ingeniería de Sistemas de Información,0.62,1,0
U202201145,Belen Reyes Silva,2022,7,Ingeniería de Ciberseguridad,0.53,0,0
U202501146,Alejandro Guerrero Cruz,2025,1,Ingeniería de Sistemas de Información,0.56,0,0
U202401147,Valeria Vargas Arreola,2024,2,Ingeniería de Gestión Empresarial,0.1,0,0
U201701148,Fabrizio Alvarez Rivera,2017,10,Ingeniería Industrial,0.62,0,0
U202301149,Daniel Vargas Ibarra,2023,4,Derecho,0.38,0,0
U202201150,Franco Salinas Castañeda,2022,7,Ingeniería de Ciberseguridad,0.71,0,0
U201801151,Leonardo Salinas Castañeda,2018,10,Comunicación y Marketing,0.76,0,0
U202101152,Aldo Huamani Rivera,2021,9,Comunicación e Imagen Empresarial,0.75,0,0
U202401153,Roxana Castro Quispe,2024,2,Comunicación y Marketing,0.51,0,0
U201901154,Claudia Ramirez Rivera,2019,10,Psicología Educacional,0.98,1,0
U202401155,Aldo Garcia Aguilar,2024,3,Contabilidad y Administración,0.41,0,0
U202501156,Ignacio Ramirez Silva,2025,1,Comunicación Audiovisual y Medios Interactivos,0.62,0,0
U202001157,Fabrizio Gomez Palomino,2020,10,Comunicación y Periodismo,0.57,0,0
U202101158,Natalia Guerrero Zapata,2021,9,Ingeniería de Gestión Empresarial,0.44,0,0
U202501159,Diego Lopez Mamani,2025,1,Comunicación y Marketing,0.63,0,0
U201801160,Renata Chavez Vera,2018,10,Comunicación y Periodismo,0.68,0,0
U202301161,Rafael Rojas Aguilar,2023,5,Administración y Negocios Internacionales,0.5,0,0
U201901162,Alejandro Salinas Vega,2019,10,Administración y Finanzas,0.81,0,0
U201701163,Andrea Alvarez Campos,2017,10,Administración y Finanzas,0.08,0,0
U201901164,Elisa Carranza Campos,2019,10,Psicología Educacional,0.63,0,0
U202201165,Sofia Herrera Vera,2022,6,Economía y Ciencia de Datos,0.8,0,0
U202301166,Belen Chavez Valdez,2023,5,Ingeniería de Software,0.67,0,0
U202501167,Natalia Lopez Hernandez,2025,1,Administración y Negocios Internacionales,0.91,0,0
U202501168,Cesar Herrera Vera,2025,1,Comunicación y Marketing,0.61,0,0
U201701169,Marcos Dominguez Delgado,2017,10,Comunicación Audiovisual y Medios Interactivos,0.63,0,0
U202101170,Martin Rojas Silva,2021,8,Comunicación Audiovisual y Medios Interactivos,0.83,0,0
U201701171,Leonardo Cabrera Castañeda,2017,10,Administración y Marketing,0.73,1,0
U201901172,Valentino Huamani Cruz,2019,10,Comunicación Audiovisual y Medios Interactivos,0.47,0,0
U202001173,Belen Herrera Silva,2020,10,Relaciones Internacionales,0.84,0,0
U201901174,Santiago Paredes Valdez,2019,10,Contabilidad y Finanzas,0.35,0,0
U202301175,Javier Gomez Hernandez,2023,5,Comunicación y Marketing,0.52,0,0
U202301176,Noelia Carranza Castañeda,2023,4,Ingeniería Industrial,0.65,0,0
U201801177,Gonzalo Reyes Huamani,2018,10,Ingeniería de Gestión Empresarial,0.51,0,0
U202501178,Bruno Soto Valdez,2025,1,Comunicación y Marketing,0.82,0,0
U202201179,Cesar Paredes Aguilar,2022,6,Contabilidad y Administración,0.36,1,0
U202301180,Cesar Rojas Quispe,2023,5,Ingeniería de Software,0.1,0,0
U201701181,Cesar Cabrera Zapata,2017,10,Ingeniería Civil,1,1,0
U202401182,Natalia Torres Salas,2024,3,Psicología Educacional,0.34,0,0
U202501183,Rafael Cabrera Aguilar,2025,1,Psicología Educacional,0.61,0,0
U202401184,Noelia Herrera Vega,2024,3,Comunicación y Periodismo,1,0,0
U202101185,Sofia Alvarez Salas,2021,9,Ingeniería de Ciberseguridad,0.81,1,0
U202401186,Roxana Rojas Zapata,2024,2,Psicología Educacional,0.76,0,0
U202101187,Ariana Cabrera Quispe,2021,9,Ingeniería Civil,0.71,0,0
U202201188,Pablo Paredes Mamani,2022,7,Ingeniería de Gestión Empresarial,0.76,0,0
U202201189,Diego Valverde Castañeda,2022,7,Comunicación y Marketing,0.29,0,0
U202101190,Paula Reyes Ortega,2021,8,Ingeniería Industrial,0.42,0,0
U201801191,Rafael Vargas Cruz,2018,10,Administración,0.69,1,0
U202401192,Paula Alvarez Rivera,2024,2,Relaciones Internacionales,0.82,0,0
U202001193,Laura Gomez Aguilar,2020,10,Relaciones Internacionales,0.68,0,0
U202501194,Andrea Flores Arreola,2025,1,Comunicación y Periodismo,0.72,0,0
U202401195,Gabriela Garcia Vega,2024,2,Ingeniería Industrial,0.59,0,0
U201901196,Valentino Perez Quispe,2019,10,Ingeniería Industrial,0.37,0,0
U202301197,Gonzalo Salinas Aguilar,2023,5,Economía y Ciencia de Datos,0.41,0,0
U202101198,Abril Soto Salas,2021,8,Contabilidad y Finanzas,0.85,0,0
U202001199,Rafael Herrera Hernandez,2020,10,Ingeniería Industrial,0.77,0,0
U202401200,Liliana Gomez Mamani,2024,2,Derecho,0.32,0,0
U202401201,Javier Castro Salas,2024,3,Comunicación e Imagen Empresarial,0.83,0,0
U202301202,Mateo Alvarez Valdez,2023,4,Ingeniería Civil,0.89,0,0
U202301203,Noelia Mendoza Vega,2023,4,Ingeniería Industrial,0.24,1,0
U202201204,Angel Vargas Zapata,2022,7,Comunicación Audiovisual y Medios Interactivos,0.39,0,0
U201701205,Alejandro Flores Vega,2017,10,Contabilidad y Administración,0.35,0,0
U202301206,Isabella Dominguez Quispe,2023,4,Administración y Finanzas,0.77,0,0
U202201207,Ariana Vargas Cruz,2022,6,Contabilidad y Finanzas,0.17,1,0
U202101208,Mauro Paredes Valdez,2021,8,Administración y Negocios Internacionales,0.79,1,0
U202101209,Giancarlo Carranza Arreola,2021,9,Derecho,0.57,0,0
U201701210,Abril Lopez Palomino,2017,10,Ingeniería Civil,0.73,0,0
U202301211,Diego Flores Mamani,2023,5,Ingeniería de Software,0.8,1,0
U201801212,Paula Garcia Salas,2018,10,Relaciones Internacionales,0.72,0,0
U202201213,Jonatan Vargas Palomino,2022,6,Comunicación Audiovisual y Medios Interactivos,0.92,0,0
U202101214,Marcos Morales Delgado,2021,9,Comunicación y Periodismo,0.9,0,0
U202001215,Ignacio Gomez Arreola,2020,10,Administración y Negocios Internacionales,0.65,0,0
U202101216,Mauro Gomez Castañeda,2021,9,Ingeniería de Gestión Empresarial,0.61,0,0
U201901217,Valeria Soto Arreola,2019,10,Psicología Educacional,0.65,0,0
U202001218,Carla Dominguez Silva,2020,10,Administración y Finanzas,0.74,0,0
U202401219,Martin Carranza Vega,2024,3,Comunicación e Imagen Empresarial,0.66,0,0
U202101220,Javier Carranza Delgado,2021,8,Ingeniería de Ciberseguridad,0.96,1,0
U201901221,Angel Medina Silva,2019,10,Administración y Marketing,0.71,0,0
U201801222,Matias Valverde Quispe,2018,10,Administración y Finanzas,0.75,0,0
U202301223,Isabella Paredes Romero,2023,5,Derecho,0.66,0,0
U202501224,Alejandro Lopez Arreola,2025,1,Administración y Finanzas,0.59,0,0
U202401225,Mauro Rojas Valdez,2024,3,Relaciones Internacionales,0.92,0,0
U201701226,Camila Herrera Ortega,2017,10,Administración y Negocios Internacionales,0.96,0,0
U202101227,Natalia Dominguez Romero,2021,9,Administración y Marketing,0.42,0,0
U202401228,Daniel Diaz Aguilar,2024,2,Administración,0.45,0,0
U202101229,Carla Cabrera Huamani,2021,9,Administración y Finanzas,0.46,1,0
U202501230,Cesar Vargas Salas,2025,1,Administración y Finanzas,0.08,0,0
U202501231,Ignacio Vargas Salas,2025,1,Comunicación y Periodismo,0.25,0,0
U202501232,Camila Castro Delgado,2025,1,Comunicación Audiovisual y Medios Interactivos,0.43,0,0
U202501233,Giancarlo Carranza Castañeda,2025,1,Ingeniería de Ciberseguridad,0.76,0,0
U202101234,Thiago Dominguez Arreola,2021,8,Ingeniería de Gestión Empresarial,0.73,1,0
U201801235,Mariana Guerrero Huamani,2018,10,Contabilidad y Administración,0.28,0,0
U201901236,Romina Dominguez Delgado,2019,10,Contabilidad y Finanzas,0.74,1,0
U201701237,Sebastian Guerrero Cruz,2017,10,Comunicación Audiovisual y Medios Interactivos,0.44,0,0
U202401238,Renata Chavez Palomino,2024,2,Ingeniería de Sistemas de Información,0.7,0,0
U201801239,Abril Paredes Valdez,2018,10,Economía y Ciencia de Datos,0.72,0,0
U201801240,Marcos Perez Ibarra,2018,10,Administración,0.65,0,0
U201801241,Martin Salinas Paredes,2018,10,Derecho,0.78,0,0
U202201242,Santiago Huamani Hernandez,2022,6,Ingeniería de Gestión Empresarial,0.7,0,0
U202401243,Valentino Medina Huamani,2024,2,Ingeniería de Gestión Empresarial,0.74,1,0
U201801244,Marcos Medina Palomino,2018,10,Ingeniería de Sistemas de Información,0.53,0,0
U202101245,Roxana Carranza Paredes,2021,8,Administración y Negocios Internacionales,0.56,0,0
U201901246,Carla Alvarez Vera,2019,10,Economía y Ciencia de Datos,0.78,0,0
U202001247,Diego Medina Rivera,2020,10,Derecho,0.83,0,0
U202301248,Cesar Cabrera Silva,2023,5,Administración y Marketing,0.65,0,0
U202301249,Claudia Rojas Romero,2023,5,Psicología Educacional,0.67,0,0
U202001250,Fabrizio Valverde Silva,2020,10,Contabilidad y Administración,0.34,0,0
U201701251,Valentino Perez Castañeda,2017,10,Ingeniería de Sistemas de Información,0.77,0,0
U202201252,Paula Soto Escobar,2022,7,Relaciones Internacionales,0.24,0,0
U202201253,Roxana Soto Castañeda,2022,6,Comunicación e Imagen Empresarial,0.67,1,0
U201801254,Ariana Carranza Rivera,2018,10,Administración y Negocios Internacionales,0.62,1,0
U202501255,Gonzalo Dominguez Valdez,2025,1,Economía y Ciencia de Datos,1,0,0
U202301256,Romina Lopez Ortega,2023,5,Comunicación Audiovisual y Medios Interactivos,0.58,0,0
U202501257,Gonzalo Dominguez Zapata,2025,1,Contabilidad y Administración,0.5,0,0
U201901258,Jonatan Medina Ibarra,2019,10,Administración y Marketing,0.8,0,0
U202401259,Elisa Diaz Castañeda,2024,3,Ingeniería Civil,0.67,0,0
U202301260,Aldo Dominguez Vega,2023,5,Economía y Ciencia de Datos,0.85,0,0
U202501261,Franco Huamani Hernandez,2025,1,Administración y Negocios Internacionales,0.97,0,0
U201801262,Giancarlo Salinas Palomino,2018,10,Ingeniería de Gestión Empresarial,0.9,0,0
U202401263,Elisa Chavez Cruz,2024,2,Derecho,0.27,0,0
U202201264,Ignacio Mendoza Palomino,2022,7,Derecho,0.9,0,0
U202101265,Gonzalo Carranza Arreola,2021,8,Ingeniería Industrial,0.5,0,0
U201901266,Alonso Torres Paredes,2019,10,Ingeniería Civil,0.55,0,0
U201701267,Pablo Medina Zapata,2017,10,Comunicación e Imagen Empresarial,0.78,0,0
U201801268,Matias Reyes Campos,2018,10,Comunicación y Marketing,0.43,0,0
U202001269,Lucia Chavez Mamani,2020,10,Comunicación y Marketing,0.52,1,0
U202101270,Sebastian Diaz Aguilar,2021,9,Relaciones Internacionales,0.7,0,0
U202301271,Renata Guerrero Cruz,2023,4,Relaciones Internacionales,0.8,0,0
U201701272,Sofia Valverde Rivera,2017,10,Ingeniería de Gestión Empresarial,0.62,0,0
U202201273,Liliana Reyes Valdez,2022,6,Ingeniería Industrial,0.4,1,0
U202101274,Alejandro Morales Silva,2021,8,Ingeniería de Sistemas de Información,0.44,0,0
U201701275,Elisa Flores Arreola,2017,10,Administración y Finanzas,0.55,0,0
U201701276,Paula Ramirez Mamani,2017,10,Psicología Educacional,0.47,0,0
U202201277,Mauro Cabrera Arreola,2022,6,Economía y Ciencia de Datos,0.47,0,0
U202501278,Emilia Mendoza Ortega,2025,1,Comunicación y Marketing,0.37,1,0
U201801279,Isabella Medina Valdez,2018,10,Relaciones Internacionales,0.57,0,0
U202001280,Pablo Reyes Ortega,2020,10,Comunicación e Imagen Empresarial,0.85,0,0
U202501281,Giancarlo Morales Campos,2025,1,Ingeniería Industrial,0.8,0,0
U202401282,Valentino Valverde Escobar,2024,3,Administración y Negocios Internacionales,1,0,0
U202501283,Gabriela Carranza Ibarra,2025,1,Economía y Ciencia de Datos,0.57,0,0
U202501284,Sofia Carranza Palomino,2025,1,Ingeniería de Ciberseguridad,0.7,0,0
U201801285,Emilia Flores Cruz,2018,10,Contabilidad y Administración,0.81,0,0
U201801286,Thiago Gomez Mamani,2018,10,Psicología Educacional,0.77,0,0
U202301287,Valeria Soto Paredes,2023,5,Ingeniería de Sistemas de Información,0.65,0,0
U202501288,Daniel Salinas Vera,2025,1,Relaciones Internacionales,0.67,0,0
U202201289,Lucia Torres Zapata,2022,7,Administración,0.75,0,0
U202501290,Rafael Diaz Vega,2025,1,Ingeniería de Software,0.63,0,0
U202201291,Valentino Valverde Arreola,2022,6,Ingeniería de Gestión Empresarial,0.39,0,0
U201701292,Aldo Diaz Silva,2017,10,Comunicación e Imagen Empresarial,0.52,1,0
U202301293,Thiago Flores Paredes,2023,4,Administración,0.95,1,0
U202201294,Bruno Cabrera Zapata,2022,6,Ingeniería de Sistemas de Información,0.63,0,0
U201701295,Jonatan Soto Paredes,2017,10,Ingeniería Industrial,0.77,1,0
U201901296,Natalia Mendoza Paredes,2019,10,Economía y Ciencia de Datos,0.41,0,0
U202401297,Bruno Alvarez Salas,2024,3,Ingeniería Civil,0.71,0,0
U201901298,Elisa Alvarez Palomino,2019,10,Contabilidad y Administración,0.53,0,0
U202101299,Carla Carranza Hernandez,2021,9,Economía y Ciencia de Datos,0.94,0,0
U202301300,Sebastian Torres Quispe,2023,4,Relaciones Internacionales,1,0,0
U201801301,Rafael Chavez Ortega,2018,10,Ingeniería Civil,0.5,0,0
U202001302,Pablo Reyes Quispe,2020,10,Ingeniería de Ciberseguridad,0.78,0,0
U202101303,Thiago Huamani Campos,2021,9,Relaciones Internacionales,0.78,0,0
U202401304,Sebastian Morales Mamani,2024,2,Ingeniería de Gestión Empresarial,0.14,0,0
U201901305,Aldo Carranza Hernandez,2019,10,Ingeniería Civil,0.4,0,0
U202301306,Renata Herrera Aguilar,2023,4,Relaciones Internacionales,0.62,0,0
U202001307,Alejandro Cabrera Escobar,2020,10,Ingeniería de Sistemas de Información,0.65,0,0
U202101308,Camila Lopez Escobar,2021,9,Ingeniería Civil,0.24,1,0
U201701309,Mateo Soto Ortega,2017,10,Administración y Marketing,0.75,0,0
U202201310,Thiago Paredes Escobar,2022,7,Derecho,0.7,0,0
U201901311,Elisa Reyes Rivera,2019,10,Administración y Finanzas,0.64,0,0
U202101312,Camila Garcia Salas,2021,8,Contabilidad y Administración,0.57,0,0
U202301313,Fabrizio Garcia Mamani,2023,4,Ingeniería Industrial,0.43,0,0
U202001314,Gabriela Chavez Vega,2020,10,Derecho,0.33,0,0
U201701315,Ignacio Paredes Paredes,2017,10,Ingeniería Industrial,0.41,0,0
U201801316,Roxana Valverde Silva,2018,10,Ingeniería de Software,1,0,0
U201701317,Thiago Valverde Vega,2017,10,Administración y Finanzas,0.26,0,0
U202101318,Camila Rojas Arreola,2021,8,Psicología Educacional,0.8,0,0
U202201319,Andrea Ramirez Hernandez,2022,7,Economía y Ciencia de Datos,0.91,0,0
U201701320,Mateo Ramirez Cruz,2017,10,Comunicación e Imagen Empresarial,0.59,0,0
U202201321,Marcos Perez Hernandez,2022,6,Ingeniería de Ciberseguridad,0.5,0,0
U202501322,Roxana Torres Mamani,2025,1,Comunicación y Marketing,0.41,0,0
U201901323,Leonardo Dominguez Aguilar,2019,10,Relaciones Internacionales,0.65,0,0
U202101324,Rafael Chavez Delgado,2021,9,Administración y Finanzas,0.73,0,0
U202401325,Liliana Herrera Romero,2024,3,Contabilidad y Administración,0.54,0,0
U202001326,Mateo Flores Aguilar,2020,10,Comunicación e Imagen Empresarial,0.53,0,0
U201701327,Alonso Garcia Silva,2017,10,Contabilidad y Administración,0.62,0,0
U201901328,Roxana Alvarez Silva,2019,10,Ingeniería Civil,0.41,0,0
U201801329,Gabriela Chavez Hernandez,2018,10,Economía y Ciencia de Datos,0.24,0,0
U202501330,Valeria Morales Vega,2025,1,Derecho,0.34,0,0
U201701331,Franco Cabrera Valdez,2017,10,Administración y Finanzas,0.62,0,0
U201801332,Liliana Torres Valdez,2018,10,Administración,0.79,0,0
U201701333,Claudia Gomez Ibarra,2017,10,Ingeniería de Sistemas de Información,0.48,1,0
U202501334,Sofia Castro Silva,2025,1,Contabilidad y Finanzas,0.65,0,0
U201701335,Andrea Perez Valdez,2017,10,Economía y Ciencia de Datos,0.86,0,0
U201801336,Marcos Torres Silva,2018,10,Administración,0.33,0,0
U202501337,Carla Herrera Salas,2025,1,Contabilidad y Finanzas,0.85,0,0
U202201338,Emilia Dominguez Huamani,2022,6,Comunicación y Marketing,0.95,0,0
U202101339,Martin Soto Ortega,2021,9,Contabilidad y Finanzas,0.61,0,0
U201901340,Emilia Lopez Ibarra,2019,10,Comunicación y Periodismo,0.62,0,0
U202201341,Daniel Carranza Romero,2022,7,Administración,0.65,0,0
U202501342,Giancarlo Gomez Valdez,2025,1,Ingeniería de Ciberseguridad,0.51,0,0
U202501343,Valeria Reyes Palomino,2025,1,Ingeniería de Software,0.72,0,0
U201701344,Natalia Cabrera Cruz,2017,10,Comunicación y Periodismo,0.67,0,0
U201901345,Leonardo Ramirez Castañeda,2019,10,Ingeniería de Gestión Empresarial,0.82,0,0
U202301346,Valentino Mendoza Ibarra,2023,5,Ingeniería de Software,0.53,0,0
U202101347,Isabella Ramirez Delgado,2021,8,Ingeniería de Software,0.44,0,0
U201801348,Fabrizio Guerrero Delgado,2018,10,Administración y Negocios Internacionales,0.57,0,0
U202201349,Leonardo Mendoza Paredes,2022,6,Administración y Negocios Internacionales,0.85,0,0
U202401350,Cesar Dominguez Arreola,2024,2,Ingeniería de Gestión Empresarial,1,0,0
U202201351,Ariana Perez Salas,2022,6,Ingeniería de Sistemas de Información,0.65,0,0
U202201352,Valentino Vargas Quispe,2022,6,Ingeniería de Software,0.88,1,0
U201901353,Santiago Gomez Mamani,2019,10,Ingeniería de Ciberseguridad,0.64,0,0
U202101354,Elisa Mendoza Paredes,2021,8,Ingeniería de Gestión Empresarial,0.78,0,0
U201801355,Fabrizio Cabrera Salas,2018,10,Administración y Negocios Internacionales,0.3,0,0
U201701356,Daniel Lopez Castañeda,2017,10,Comunicación y Marketing,0.4,0,0
U201801357,Fabrizio Guerrero Vega,2018,10,Administración,0.24,0,0
U202201358,Mauro Huamani Rivera,2022,6,Ingeniería Civil,0.63,0,0
U202501359,Ariana Rojas Ibarra,2025,1,Relaciones Internacionales,0.57,0,0
U202201360,Alonso Alvarez Delgado,2022,6,Contabilidad y Finanzas,0.51,0,0
U202101361,Romina Herrera Aguilar,2021,9,Economía y Ciencia de Datos,0.69,0,0
U202301362,Roxana Torres Escobar,2023,4,Administración,0.45,0,0
U201801363,Claudia Vargas Vega,2018,10,Comunicación e Imagen Empresarial,0.78,0,0
U202401364,Daniel Medina Valdez,2024,3,Ingeniería de Sistemas de Información,0.53,0,0
U202001365,Emilia Salinas Zapata,2020,10,Ingeniería de Gestión Empresarial,0.48,0,0
U202201366,Renata Gomez Campos,2022,6,Administración y Marketing,0.7,0,0
U202401367,Marcos Castro Delgado,2024,3,Ingeniería de Gestión Empresarial,0.6,0,0
U201801368,Martin Lopez Zapata,2018,10,Ingeniería de Sistemas de Información,0.66,0,0
U201701369,Santiago Valverde Mamani,2017,10,Contabilidad y Finanzas,0.68,0,0
U201801370,Andrea Ramirez Rivera,2018,10,Ingeniería de Software,0.76,1,0
U202401371,Angel Paredes Escobar,2024,2,Comunicación y Marketing,0.79,0,0
U202401372,Diego Gomez Paredes,2024,2,Comunicación y Marketing,0.66,0,0
U202401373,Romina Vargas Campos,2024,2,Ingeniería de Gestión Empresarial,0.89,0,0
U202401374,Mateo Paredes Valdez,2024,3,Administración y Finanzas,0.5,0,0
U202501375,Alonso Rojas Salas,2025,1,Comunicación y Marketing,0.45,0,0
U201901376,Sofia Soto Silva,2019,10,Ingeniería de Software,0.64,0,0
U202301377,Mateo Gomez Ortega,2023,5,Contabilidad y Administración,0.7,1,0
U202401378,Ariana Perez Ibarra,2024,3,Comunicación Audiovisual y Medios Interactivos,0.59,0,0
U202101379,Natalia Torres Valdez,2021,8,Comunicación y Periodismo,0.52,0,0
U202001380,Camila Alvarez Paredes,2020,10,Ingeniería de Sistemas de Información,0.83,0,0
U202501381,Cesar Reyes Silva,2025,1,Derecho,0.36,0,0
U202201382,Romina Medina Hernandez,2022,6,Comunicación y Periodismo,0.78,0,0
